Square;LifeSquare;KitchenSquare;m_sq;Price
-0.24026594;-0.49772;0.75513506;0.44359645;230372.66
-0.6350497;-0.6371404;-0.7128568;0.06269844;177535.38
-1.3629158;-0.6371404;-0.7128568;1.1671281;170343.75
-0.82165486;-0.6371404;0.2658044;0.08398321;165446.8
-0.4865248;-0.5162451;-0.7128568;-0.96393293;126602.67
-1.0772767;-0.6371404;-0.7128568;-0.4319418;123225.91
-1.0413791;-0.6371404;-0.7128568;0.6802699;178032.89
-0.35296792;-0.82252574;-0.7128568;-0.6522323;152555.77
-0.09989468;-0.86014193;0.2658044;0.048745956;214439.61
-0.4000918;0.57984155;-0.7128568;-0.83968306;138397.36
1.3299485;-0.6371404;-0.7128568;-0.82810026;226808.75
-0.46995577;-0.86149466;-0.7128568;0.3183519;204610.66
1.3077493;0.86118585;2.223127;-1.6304028;145255.44
1.3884643;1.2782582;2.223127;-0.9984598;212387.36
0.96635145;0.89206934;0.75513506;-0.9274774;199179.72
-1.1217642;-0.6371404;-0.7128568;0.7278063;173393.08
1.0607538;1.6019706;0.2658044;2.9894788;574631.3
-0.5230705;-0.6371404;-0.7128568;0.4867425;210486.27
-1.3705744;-0.6371404;-0.7128568;0.42649806;140029.72
1.3793819;-0.6371404;1.2444657;-1.237513;187612.02
0.536158;0.8799911;-0.7128568;0.4576086;293122.53
-0.20510282;-0.6670997;-0.7128568;-0.06882735;199248.11
-0.65827256;-0.7603972;-0.7128568;1.2128041;240274.8
0.5821075;-0.22387378;-0.7128568;-0.83994263;187907.06
1.2884245;0.6677626;1.2444657;0.14718471;322048.44
0.2935857;2.4415045;-0.7128568;-0.98600304;162052.06
2.7596138;-0.6371404;-0.7128568;-1.2344455;245260.23
0.35306725;0.53271365;-0.7128568;-0.9692304;166176.56
0.8923659;1.0573568;1.2444657;0.116932124;290525.22
0.41500136;-0.6371404;1.2444657;-0.8990728;174742.0
0.50639534;3.0847278;-0.7128568;-0.9668824;173654.55
-0.98412263;-0.6371404;1.2444657;1.0843221;202533.97
0.62953717;0.5053857;0.2658044;0.8549741;334325.66
2.5940995;-0.6371404;0.75513506;0.13688433;415574.12
0.8856877;1.0653352;-0.22352624;1.130019;381975.5
-0.43387383;-0.6371404;-0.7128568;0.5214248;219765.03
0.34529263;0.898961;-0.7128568;0.6998235;296954.44
-0.17395908;-0.8767469;1.2444657;2.491671;372616.47
-0.81157523;-0.6371404;0.75513506;0.8972895;208885.9
-0.89003783;-0.6371404;-0.22352624;0.028486319;157759.03
-0.20510282;-0.6371404;-0.7128568;-2.165216;60502.582
-0.6827383;-0.6371404;-0.7128568;1.5101396;254391.27
-0.8525853;-0.6371404;0.75513506;0.4725432;183295.12
-0.75916237;-0.6371404;1.2444657;1.0500253;221782.0
-1.1595471;-0.6371404;-0.7128568;1.0299731;183658.92
0.2643438;2.1000247;-0.7128568;-0.9137231;166221.47
3.5676398;-0.6371404;2.7124577;-1.6145953;221374.06
-0.19257367;-0.7261564;0.2658044;0.063559115;208896.5
0.27754512;0.0086140055;-0.22352624;0.8005066;298947.3
-0.3031419;-0.6011097;-0.7128568;-0.92512727;137820.11
-0.80735856;-0.6371404;-0.7128568;-0.50198084;135630.05
-0.52039313;-0.6371404;-0.7128568;0.12746167;189473.47
2.3773198;-0.6371404;-0.7128568;-0.70914423;294689.62
0.1726718;-0.14140238;1.2444657;1.0564442;308901.34
0.8841012;0.9817899;-0.22352624;1.502517;415613.56
-0.7997968;-0.6371404;0.2658044;0.23430379;174939.53
2.874672;2.808452;2.223127;1.2591293;587987.4
0.977207;0.71953267;-0.22352624;0.9671387;375533.66
-0.5778052;0.1847079;1.2444657;0.58935195;212021.27
-0.68069386;-0.6371404;-0.7128568;-0.8798664;122017.67
-0.992765;-0.6371404;0.75513506;1.1163551;203275.69
0.09763949;-0.08413607;1.2444657;1.6671336;346494.28
-0.008632214;-0.60319793;-0.7128568;0.41991484;247074.56
-0.6044709;-0.8758679;-0.7128568;3.0778778;352139.66
0.5830859;1.2331381;-0.7128568;-0.23699366;238561.88
0.08288627;-0.86028117;0.75513506;2.438753;400989.2
-1.1666446;-0.6371404;-0.7128568;0.48666346;158806.98
1.3239464;1.0986981;1.2444657;-0.62637657;246800.16
-0.44788167;-0.6371404;4.180449;-0.9206114;131073.66
-0.5445068;-0.5942334;-0.7128568;-0.1975559;168705.45
0.26565057;0.114642315;-0.22352624;2.476473;426593.25
-0.20510282;-0.6371404;-0.7128568;3.5386958;438005.2
1.2046715;1.1603317;-0.7128568;-0.74132276;228956.2
-0.75266445;-0.6371404;-0.7128568;-0.67642796;129409.39
-0.09787026;1.4612018;-0.7128568;-1.5278759;106429.78
-0.6259256;1.0110534;-0.7128568;-1.1948806;106866.25
-1.2840272;-0.6371404;-0.22352624;0.79558706;162322.78
0.37976095;-0.1593429;1.2444657;1.1338537;334328.6
-0.12379548;-0.8278979;0.2658044;0.9166842;271788.0
2.0036204;1.3930115;3.2017882;0.23203073;383841.94
0.9273804;0.6595093;0.2658044;1.3718251;408096.4
1.6608486;2.291953;-0.7128568;-0.24724503;306428.78
-0.97802633;-0.6371404;1.2444657;1.3453397;215837.94
1.5636752;1.3548421;-0.7128568;-1.3107615;187489.95
-1.0947442;-0.6371404;-0.7128568;0.50691557;165514.75
-0.4402234;-0.80362767;0.2658044;0.21679392;200701.52
0.023589185;1.3937873;-0.7128568;0.267909;238770.36
-0.21728052;-0.6371404;1.2444657;1.0904404;274828.72
0.74363106;1.0527668;-0.22352624;-0.99618584;182373.33
1.9012438;-0.6371404;-0.7128568;1.3464171;502813.78
1.5958285;-0.6371404;-0.7128568;-0.79817814;243479.88
-0.7656366;-0.6371404;1.2444657;-0.24200621;151976.08
-0.7040636;-0.51832354;-0.7128568;0.19688664;180026.28
-1.2330725;-0.6371404;-0.7128568;-1.0660688;86647.805
0.037003398;-0.6371404;3.2017882;1.6472313;338588.25
-0.4364639;-0.8824514;-0.7128568;-0.06587824;183744.95
-0.6281785;-0.6371404;-0.7128568;-0.7182833;133773.3
-0.7161143;-0.6371404;0.2658044;0.91932726;218638.33
-0.7130079;-0.6371404;-0.7128568;2.1934881;288674.66
-0.7102368;-0.6371404;0.2658044;0.63454634;203558.8
-0.86143243;-0.6371404;1.2444657;-1.207094;96245.516
-0.92944473;-0.6371404;-0.7128568;1.7742171;242067.73
-1.1409068;-0.6371404;-0.7128568;0.37451747;155814.34
0.4173892;1.1416132;-0.7128568;0.9787767;325461.16
-0.746431;-0.6371404;-0.22352624;0.97126096;218712.89
-0.64263874;-0.6371404;0.2658044;0.17555518;183355.86
-0.58173084;-0.8949883;-0.7128568;0.8224254;225146.02
-1.1552916;-0.6371404;-0.7128568;0.2982908;151281.6
-0.72231627;-0.6371404;0.2658044;-0.52241385;139450.92
-0.21442229;-0.6371404;0.2658044;-0.06911638;198597.31
1.7025367;1.819573;1.2444657;-2.2956102;85537.734
-1.1545365;-0.6371404;0.75513506;0.26981282;150063.03
-0.32631072;-0.6371404;-0.7128568;-0.9158689;137283.78
-0.27210107;-0.28769946;-0.7128568;-0.7654288;149654.19
1.0182182;2.9489663;-0.7128568;-0.86328;207709.84
-1.3153251;-0.6371404;-0.7128568;0.362537;141756.75
0.43046585;0.28337455;-0.22352624;0.41071495;280930.7
-1.3138729;-0.6371404;-0.7128568;1.3308126;181779.72
-1.3422124;-0.6371404;-0.7128568;0.35581124;139400.1
-0.99167776;-0.6371404;0.2658044;0.56292075;176552.02
-0.97616607;-0.6371404;0.2658044;0.66161096;182642.36
1.5726736;1.3498569;0.2658044;-0.33468816;291518.53
-0.9650242;-0.6371404;-0.7128568;-1.172811;93560.79
0.311113;2.739231;-0.7128568;-0.91356367;168514.44
0.60745233;0.88686824;-0.7128568;-0.6597633;204406.33
-1.172215;-0.6371404;0.75513506;1.5060805;203629.58
-1.1989535;-0.6371404;-0.7128568;-0.86261094;97107.06
-0.77867997;-0.8447366;-0.7128568;-0.9670014;112523.43
2.0154223;1.8367078;1.2444657;1.0416386;478782.5
-0.9568204;-0.6371404;-0.7128568;-0.06305543;148576.69
-1.0890434;-0.6371404;0.2658044;0.526719;166891.61
-0.40326348;-0.6371404;0.75513506;-1.2322232;114009.31
-0.47613087;-0.75753874;-0.7128568;-0.6923715;143413.34
-0.7793543;-0.6371404;-0.22352624;0.2467333;177126.69
1.5073758;0.8389893;2.223127;0.6845158;394235.9
1.4460266;2.1184468;-0.7128568;-1.1789429;196429.66
-0.79533225;-0.6371404;0.75513506;0.30154327;178829.17
-0.5292633;-0.6371404;-0.7128568;-0.8084731;133721.12
-0.46773234;0.9585704;-0.7128568;-0.7026637;143244.42
1.3947248;-0.6371404;-0.7128568;1.2498857;442472.47
0.27958855;0.013200169;-0.7128568;0.15553711;249400.98
-0.18009277;-0.90111357;-0.22352624;0.0847972;211197.3
-0.07141977;-0.4160244;0.2658044;0.003922151;213343.69
-0.8087448;0.17365946;-0.7128568;-0.9452742;112236.13
-0.20510282;-0.6371404;-0.7128568;-2.0462575;68375.62
1.3567667;0.40731174;-0.7128568;-0.8224539;228740.42
1.3497478;1.1457778;2.223127;0.25536016;337450.06
-0.8793599;-0.6371404;-0.7128568;-1.1200324;99930.02
0.05467549;-0.29625767;0.75513506;0.24699092;239606.5
-0.999039;-0.6371404;-0.22352624;2.0183377;246254.9
-0.7287337;-0.6371404;-0.7128568;0.30600142;184141.48
1.283993;0.8196461;-0.7128568;-1.2709124;180325.77
-0.20510282;-0.6371404;-0.7128568;-1.0784523;132427.98
0.7401028;0.5996544;-0.7128568;-0.9726317;184268.0
2.5399156;-0.6371404;0.75513506;-2.4360323;82342.77
-0.79782003;0.053914987;-0.7128568;-0.9624859;111851.664
-0.67300016;0.3716069;-0.7128568;-1.3777606;94691.91
0.42498466;0.4975361;0.2658044;0.15301068;259788.22
1.11385;1.1588092;-0.7128568;-0.4864591;248611.5
-0.87468183;-0.6371404;0.75513506;-1.0724468;102568.35
0.3343647;0.86641735;-0.7128568;-0.6107376;193368.61
0.24921776;0.085572086;-0.7128568;-0.27603412;214211.36
-1.3645627;-0.6371404;0.2658044;0.807337;155767.03
-0.058836166;-0.6371404;0.2658044;-2.1851737;62126.664
1.5892388;2.483025;2.223127;0.2894458;359065.28
-0.76616424;-0.6371404;-0.7128568;0.9013509;213169.44
-0.061198168;0.15486106;-0.7128568;-0.9697666;146456.64
0.5273181;2.5638402;-0.7128568;-1.4918195;131250.92
0.28868082;-0.6371404;-0.7128568;0.6277318;286564.44
1.67357;-0.6371404;-0.7128568;-0.5394168;275544.25
0.19909367;1.6471553;-0.7128568;-1.0898222;149782.3
-0.72489566;-0.6371404;0.2658044;0.96804065;220501.56
0.3745845;2.8911586;-0.7128568;-1.0778625;158591.39
0.93424475;0.29728273;2.7124577;-1.5656887;139012.88
0.5751381;-0.5090327;-0.7128568;-0.9503094;178312.31
-0.9963245;-0.6371404;0.2658044;0.16048013;156705.7
0.6220561;1.128433;-0.7128568;-0.9110229;183893.27
1.2598888;-0.6371404;-0.7128568;-0.96498555;209682.67
0.66132015;0.858933;-0.22352624;0.97645175;347550.78
-0.9906917;-0.6371404;-0.7128568;1.1391382;204576.42
-0.72485465;-0.6371404;-0.7128568;-0.24230415;154565.27
-0.4623099;-0.9334412;-0.7128568;-0.5518684;152641.4
-0.7062603;0.33001837;-0.7128568;-1.1047407;108406.12
0.1414057;0.36273435;-0.7128568;0.25200737;246473.44
-0.8353129;0.39092958;-0.7128568;-1.2614609;94519.9
-0.68797886;-0.6371404;-0.7128568;2.2369554;294050.4
-0.01837467;-0.40919903;0.2658044;0.49247915;251414.58
2.2759287;1.1968961;-0.7128568;-0.22011298;348962.88
-1.2093608;-0.6371404;-0.7128568;0.98426193;177058.12
-0.9001249;-0.6371404;-0.7128568;-0.8881131;110733.75
1.2437186;0.8710963;1.2444657;0.6550018;368975.34
-0.5603362;-0.81150633;-0.7128568;0.28200328;195581.33
1.0485116;-0.6371404;-0.7128568;-0.66262895;228164.8
3.3788967;-0.6371404;1.7337962;-0.046820603;445424.56
-1.1001297;-0.33209682;-0.7128568;-0.3193181;127047.79
1.3870671;1.3753806;1.2444657;0.7185421;387511.75
3.7643929;-0.6371404;-0.7128568;-1.5738932;234194.84
-1.3505235;-0.6371404;-0.7128568;0.6992838;152631.1
1.088974;0.41672012;3.2017882;-1.694171;132039.42
0.06176897;0.060786963;-0.7128568;0.16727273;234382.75
-1.1027777;-0.6371404;-0.7128568;0.3197381;156261.31
0.34953856;0.9062174;-0.7128568;-0.28425497;219896.89
2.5320277;3.1541812;-0.7128568;1.1988558;546812.1
-0.88525593;-0.6371404;-0.7128568;-0.5876519;126751.45
0.7260713;1.2796788;-0.7128568;-1.4042672;145985.62
-0.90297115;-0.6371404;0.2658044;0.35204503;173183.97
-0.03832293;-0.36738598;0.2658044;0.5731047;255449.06
-0.6031396;-0.6371404;-0.7128568;0.01840057;177258.16
0.8681578;0.78864545;-0.22352624;-0.5338736;229983.58
-0.20510282;-0.6371404;-0.7128568;-1.1331476;128808.086
-0.7566052;-0.6371404;0.2658044;0.25646278;179353.5
0.10758245;1.5690798;-0.7128568;0.789762;283312.66
-0.60420656;-0.8377173;-0.7128568;-0.34452808;156425.34
-1.0283731;-0.6371404;1.7337962;-0.19559532;137402.1
1.2366863;1.2041367;2.223127;0.068166226;310494.8
1.0188783;1.0768574;1.2444657;-0.13901904;275636.66
0.358169;-0.17581913;-0.7128568;-0.68741024;188644.9
-0.63471293;-0.6371404;0.2658044;-0.33426198;155126.95
-1.1364739;-0.6371404;-0.7128568;-0.107208595;134379.12
-0.52379817;-0.6371404;1.7337962;-1.1488862;113913.69
0.8294182;0.052628174;3.2017882;0.82318246;349187.72
0.2843337;-0.09933233;-0.7128568;-0.9528635;164174.45
2.9647717;-0.6371404;3.6911187;-0.97817326;289034.4
-0.94768137;-0.6371404;-0.7128568;1.038244;203671.17
1.4182069;2.2651963;3.6911187;0.27909097;345028.25
-0.8998336;-0.6371404;0.75513506;-1.6599512;71738.984
-0.57801425;-0.6371404;-0.7128568;-0.21580283;165476.81
-0.61125994;-0.65591097;-0.7128568;-0.07670805;171266.95
-0.7340701;0.3372594;-0.7128568;-0.49298882;140371.2
-0.18141341;-0.082333505;-0.7128568;0.42836156;234024.62
-0.5547299;-0.6371404;-0.7128568;0.7687068;224385.77
-0.8104359;-0.6371404;-0.7128568;0.73706704;200567.67
0.061146762;-0.38334176;0.2658044;-0.018613439;220920.38
-0.53995574;-0.6371404;-0.7128568;0.04952275;183490.33
-0.997322;-0.6371404;-0.7128568;-0.1254137;142811.25
-0.5250191;-0.79878813;-0.7128568;-0.33644265;161778.44
0.12469404;-0.6371404;-0.22352624;0.15010129;237718.72
0.49996144;2.06108;-0.7128568;-1.268182;148624.36
-0.20510282;-0.6371404;-0.7128568;-0.64101326;161379.06
-0.84106547;0.21755986;-0.7128568;-0.35239485;141432.03
1.3527478;0.82336456;1.2444657;0.71622837;384342.7
0.49836257;-0.3600996;2.223127;-0.0019830435;252415.77
0.026257165;-0.6371404;-0.7128568;-0.71679366;168671.14
0.21545708;2.8191886;-0.7128568;-0.7278931;177896.14
-0.8952373;-0.6371404;-0.7128568;0.21108206;166642.58
-0.054014374;-0.6917176;1.7337962;1.1991259;297720.3
-0.5298924;-0.6371404;1.2444657;-0.95134014;125278.35
-1.0471263;-0.6371404;-0.22352624;0.89949787;187899.22
1.0690137;1.2638946;-0.22352624;1.8694068;469497.53
1.2535992;0.9902639;1.2444657;0.46430376;350921.84
-0.6574415;-0.6371404;-0.7128568;-0.7465771;130633.2
-0.17824152;-0.6371404;0.2658044;0.6990761;252355.61
-0.95580125;-0.6371404;0.2658044;-0.106079824;146525.64
-0.47458455;-0.64785355;-0.7128568;0.07397786;189565.89
2.221621;2.7718272;-0.7128568;0.8232363;471527.4
-0.36467564;-0.879257;-0.7128568;0.23397292;207383.67
-0.5908654;0.7051819;-0.7128568;-0.9101103;124727.43
2.480984;2.3485727;1.2444657;1.607212;593618.75
-1.1192628;-0.04365389;-0.7128568;-1.1358726;88623.96
3.6756144;-0.6371404;-0.7128568;-1.817039;193847.64
-0.8117685;0.28307307;-0.7128568;-1.2231724;97494.67
-1.400682;-0.6371404;-0.7128568;0.68143064;147662.61
0.87060267;1.097742;0.2658044;-0.24632972;256118.73
-0.8903408;-0.6371404;-0.7128568;0.81457764;197635.34
0.32679954;-0.59279734;-0.7128568;-1.0351195;159778.67
-0.4486602;-0.5467232;-0.7128568;0.41452146;212077.28
-0.7869854;-0.6371404;0.2658044;1.561673;246354.08
-0.43254957;-0.6371404;-0.7128568;-0.7574764;141780.23
-0.38156986;-0.725402;-0.7128568;-1.1986462;117000.38
1.2206721;0.95469505;2.223127;-0.96388626;207923.69
-0.8432707;-0.6371404;-0.22352624;0.2986914;175032.1
-0.04058009;-0.4413193;0.75513506;0.92712814;280005.25
1.0712289;1.1775734;-0.22352624;-0.9805068;199227.69
-0.8779692;-0.6371404;1.2444657;-0.5990125;126580.51
-1.1127023;-0.6371404;-0.7128568;-1.3112401;80888.41
1.8884388;-0.6371404;-0.7128568;-1.391891;191229.1
0.32908383;0.830148;-0.7128568;-0.7731712;180371.02
0.18947399;-0.092498414;0.2658044;2.0729682;386773.84
-0.9824832;-0.6371404;0.2658044;0.4428487;171461.0
1.6402202;1.3861309;-0.7128568;-0.89017534;235848.9
1.278581;1.1316117;-0.7128568;-0.66895235;240054.44
-0.6011124;-0.6371404;-0.7128568;0.67401993;214944.62
2.0454018;-0.6371404;-0.7128568;-0.2704311;328241.75
-0.21649048;-0.506504;0.75513506;0.041787922;205768.69
-0.46414813;-0.85215336;-0.7128568;0.64238787;224610.69
-0.94513464;-0.6371404;0.2658044;1.2875321;216252.17
-0.8358817;-0.6371404;0.2658044;0.957279;209827.81
-0.06095091;-0.6771368;-0.7128568;0.6675692;260146.72
-0.28804874;-0.28045672;-0.7128568;0.060221605;201925.4
-0.8078399;-0.6371404;0.2658044;-0.15383859;153918.53
-0.731965;-0.6371404;-0.22352624;-1.4036922;91024.13
-0.59119314;-0.6371404;-0.7128568;0.33426204;196250.25
-1.1940953;-0.6371404;-0.7128568;-0.5375624;111624.05
2.283748;2.1589;-0.7128568;-1.251371;223423.77
0.28993443;2.601827;1.2444657;0.2835251;260051.77
-0.60206854;0.47332445;1.7337962;0.47213408;203306.84
1.2991327;0.7530642;1.2444657;1.1519691;423357.56
-0.7862983;-0.6371404;1.2444657;1.6869409;253077.22
1.4471155;-0.6371404;-0.7128568;-1.0336368;211498.64
0.5890274;2.4415781;-0.7128568;-0.8563915;186873.22
-0.99444073;-0.6371404;-0.22352624;1.0875528;201723.05
-0.96680945;-0.6371404;-0.7128568;-0.43896976;129466.24
1.5064205;-0.6371404;-0.7128568;0.6283645;388274.78
1.5150409;-0.6371404;-0.7128568;-0.823419;236682.2
-0.8188771;0.08646589;-0.7128568;-0.6587533;126752.45
1.3496013;-0.6371404;-0.7128568;-1.2827797;181796.47
0.7995658;0.70589006;-0.7128568;-1.6075591;130704.44
-0.6590331;-0.6371404;-0.7128568;0.88553375;221886.47
-0.1558798;1.8168275;-0.7128568;-1.1533408;129606.28
2.0165775;1.509927;1.7337962;0.80176306;451014.6
-0.7636477;0.26315206;1.2444657;-1.0923579;106518.42
-1.1137276;-0.6371404;-0.7128568;1.6151391;214654.84
-0.6760986;0.6505529;-0.7128568;3.7926905;381937.4
-0.20510282;-0.6371404;3.6911187;6.3322124;622888.8
-0.52770436;-0.6371404;-0.7128568;-0.19487296;169953.8
-0.8395456;-0.051638197;0.2658044;1.1036265;217089.94
-0.47616804;-0.75753874;-0.7128568;0.42458144;210517.66
0.47276574;-0.21632482;2.223127;-0.22535121;232449.7
-0.99321383;-0.6371404;0.2658044;1.5068344;222147.33
-0.97044384;-0.6371404;0.2658044;0.80190796;189992.0
0.34501186;0.24154185;-0.7128568;-0.861524;174256.27
0.07943124;-0.5850252;0.75513506;0.74945587;277934.38
1.6588843;-0.6371404;1.2444657;-0.88201916;237651.02
0.4685243;0.7070195;-0.7128568;-0.5642456;204607.9
0.31602556;1.0600566;-0.7128568;-1.2701122;140972.88
-0.9312663;-0.6371404;-0.7128568;-0.22436094;142273.9
1.5163784;1.5201133;1.2444657;-1.9581423;117667.74
-0.049479127;-0.6371404;0.2658044;-1.0075257;144381.98
-1.1192073;-0.6371404;-0.7128568;1.632657;214874.48
0.37709704;-0.08689786;1.2444657;0.032478776;246745.72
-1.2159791;-0.6371404;-0.7128568;-0.81107837;98494.93
-0.89509857;-0.6371404;0.2658044;1.0313632;208197.77
-0.9562785;-0.6371404;0.75513506;0.20073768;161610.48
-0.9342255;-0.6371404;-0.22352624;0.62418646;184312.64
-0.14044116;-0.5469015;0.2658044;2.762689;395152.28
0.7705227;1.1065059;-0.7128568;-1.3763947;150119.16
-0.655324;-0.77849317;-0.7128568;-0.6661274;135253.3
-0.5256913;-0.6371404;-0.7128568;0.15773383;190875.9
-0.10213946;-0.6371404;-0.7128568;1.0370406;281981.1
-0.59820765;-0.6371404;2.223127;-0.3618359;155802.45
-0.37142193;-0.69605106;-0.7128568;-0.8682267;138060.94
-0.63494676;0.35255274;1.2444657;-1.6378525;81453.45
0.5398494;3.2877061;-0.7128568;-0.8355327;186142.1
-0.8144051;-0.6371404;0.2658044;0.76710904;201802.72
0.8210386;0.397131;0.2658044;0.589398;327577.3
1.4201112;-0.6371404;-0.7128568;-0.9495254;218899.44
1.0796148;0.8577693;1.2444657;-1.1357468;184859.12
-0.77941877;-0.014764995;-0.7128568;-0.1323603;156934.44
-0.20865436;-0.6371404;-0.22352624;0.35637185;227114.38
-1.2138816;-0.6371404;-0.7128568;0.46724862;154170.22
-0.3310264;-0.82519794;0.2658044;0.3623549;218026.75
-0.9176424;-0.6371404;0.2658044;2.3127196;270357.8
-0.72658247;-0.6371404;-0.7128568;-0.45679596;142777.64
3.6155663;-0.6371404;-0.7128568;-1.2684274;275644.72
1.4877547;1.1232545;0.2658044;-0.4670175;272468.7
-0.4097264;-0.6371404;-0.7128568;-0.42522186;163432.27
0.4891106;-0.6244083;2.223127;-0.96222687;173213.28
0.4760869;-0.041642208;0.2658044;0.051254947;255212.27
